specimen_no,record_type,flags,occurrence_no,reid_no,collection_no,specimen_id,is_type,specelt_no,specimen_side,specimen_part,specimen_sex,n_measured,measurement_source,magnification,comments,identified_name,identified_rank,identified_no,difference,accepted_name,accepted_rank,accepted_no,max_ma,min_ma,reference_no,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
56388,spm,,513479,28133,51970,YPM 2195,,,left,ulna,,1,text,,,Thecodontosaurus antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.4,13887,-2.616667,51.469166,UK,England,,stated in text,seconds,small collection,"Durdham Down locality at Quarry Steps, off Belgrave Terrace, Clifton, Redland, Bristol. Grid reference ST 572747. Described in Buckland 1824 as ""by the turnpike-gate on Derdham Down"""
56389,spm,,513479,28133,51970,BRSMG Ca7486,,,right,ulna,,1,text,,,Thecodontosaurus antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.4,13887,-2.616667,51.469166,UK,England,,stated in text,seconds,small collection,"Durdham Down locality at Quarry Steps, off Belgrave Terrace, Clifton, Redland, Bristol. Grid reference ST 572747. Described in Buckland 1824 as ""by the turnpike-gate on Derdham Down"""
56390,spm,,513479,28133,51970,BRSMG Ca7504,,,,radius,,1,text,,,Thecodontosaurus antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.4,13887,-2.616667,51.469166,UK,England,,stated in text,seconds,small collection,"Durdham Down locality at Quarry Steps, off Belgrave Terrace, Clifton, Redland, Bristol. Grid reference ST 572747. Described in Buckland 1824 as ""by the turnpike-gate on Derdham Down"""
56391,spm,,513479,28133,51970,BRSMG Ca7456,,,,femur,,1,picture,,measured from fig. 16,Thecodontosaurus antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.4,13887,-2.616667,51.469166,UK,England,,stated in text,seconds,small collection,"Durdham Down locality at Quarry Steps, off Belgrave Terrace, Clifton, Redland, Bristol. Grid reference ST 572747. Described in Buckland 1824 as ""by the turnpike-gate on Derdham Down"""
56392,spm,,513479,28133,51970,BMNH 49984,,,,tibia,,1,text,,,Thecodontosaurus antiquus,species,56627,,Thecodontosaurus antiquus,species,56627,208.5,201.4,13887,-2.616667,51.469166,UK,England,,stated in text,seconds,small collection,"Durdham Down locality at Quarry Steps, off Belgrave Terrace, Clifton, Redland, Bristol. Grid reference ST 572747. Described in Buckland 1824 as ""by the turnpike-gate on Derdham Down"""
56393,spm,,139260,23238,11604,ISIR335/57,holotype,,left,scapula,,1,table,,,Titanosaurus colberti,species,64311,recombined as,Isisaurus colberti,species,64311,72.1,66,4177,80.366669,21.183332,IN,Maharashtra,Chandrapur,based on nearby landmark,minutes,outcrop,"16 km south-east from Pisdura, Wardha Valley, Chadrapur district, Maharashtra state, India. In the Nand-Dongargaon Basin"
56394,spm,,139260,23238,11604,ISIR335/58,holotype,,left,coracoid,,1,text,,,Titanosaurus colberti,species,64311,recombined as,Isisaurus colberti,species,64311,72.1,66,4177,80.366669,21.183332,IN,Maharashtra,Chandrapur,based on nearby landmark,minutes,outcrop,"16 km south-east from Pisdura, Wardha Valley, Chadrapur district, Maharashtra state, India. In the Nand-Dongargaon Basin"
56395,spm,,139260,23238,11604,ISIR335/59,holotype,,left,humerus,,1,text,,minimum transverse width,Titanosaurus colberti,species,64311,recombined as,Isisaurus colberti,species,64311,72.1,66,4177,80.366669,21.183332,IN,Maharashtra,Chandrapur,based on nearby landmark,minutes,outcrop,"16 km south-east from Pisdura, Wardha Valley, Chadrapur district, Maharashtra state, India. In the Nand-Dongargaon Basin"
56396,spm,,139260,23238,11604,ISIR335/60,holotype,,left,ulna,,1,text,,minimum shaft width,Titanosaurus colberti,species,64311,recombined as,Isisaurus colberti,species,64311,72.1,66,4177,80.366669,21.183332,IN,Maharashtra,Chandrapur,based on nearby landmark,minutes,outcrop,"16 km south-east from Pisdura, Wardha Valley, Chadrapur district, Maharashtra state, India. In the Nand-Dongargaon Basin"
56397,spm,,513197,0,51903,AM 6040,holotype,,right,scapula,,1,table,,,Nqwebasaurus thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.6,13821,25.250999,-33.384998,ZA,Eastern Cape,,stated in text,3,small collection,"Algoa Basin, ca. 5 km W of Kirkwood (based on map in ref 13821) - corrected to 17 km W of Kirkwood Village (Choiniere et al. 2012)"
56398,spm,,513197,0,51903,AM 6040,holotype,,right,humerus,,1,table,,,Nqwebasaurus thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.6,13821,25.250999,-33.384998,ZA,Eastern Cape,,stated in text,3,small collection,"Algoa Basin, ca. 5 km W of Kirkwood (based on map in ref 13821) - corrected to 17 km W of Kirkwood Village (Choiniere et al. 2012)"
56399,spm,,513197,0,51903,AM 6040,holotype,,right,ulna,,1,table,,,Nqwebasaurus thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.6,13821,25.250999,-33.384998,ZA,Eastern Cape,,stated in text,3,small collection,"Algoa Basin, ca. 5 km W of Kirkwood (based on map in ref 13821) - corrected to 17 km W of Kirkwood Village (Choiniere et al. 2012)"
56400,spm,,513197,0,51903,AM 6040,holotype,,right,radius,,1,table,,,Nqwebasaurus thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.6,13821,25.250999,-33.384998,ZA,Eastern Cape,,stated in text,3,small collection,"Algoa Basin, ca. 5 km W of Kirkwood (based on map in ref 13821) - corrected to 17 km W of Kirkwood Village (Choiniere et al. 2012)"
56401,spm,,513197,0,51903,AM 6040,holotype,,left,femur,,1,table,,,Nqwebasaurus thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.6,13821,25.250999,-33.384998,ZA,Eastern Cape,,stated in text,3,small collection,"Algoa Basin, ca. 5 km W of Kirkwood (based on map in ref 13821) - corrected to 17 km W of Kirkwood Village (Choiniere et al. 2012)"
56402,spm,,513197,0,51903,AM 6040,holotype,,right,tibia,,1,table,,,Nqwebasaurus thwazi,species,66506,,Nqwebasaurus thwazi,species,66506,145,132.6,13821,25.250999,-33.384998,ZA,Eastern Cape,,stated in text,3,small collection,"Algoa Basin, ca. 5 km W of Kirkwood (based on map in ref 13821) - corrected to 17 km W of Kirkwood Village (Choiniere et al. 2012)"
56437,spm,,260040,0,25147,NCSM 14345,,,,skull,,1,table,,,Acrocanthosaurus atokensis,species,55482,,Acrocanthosaurus atokensis,species,55482,121.4,113,9999,-94.826385,33.895557,US,Oklahoma,McCurtain,based on political unit,seconds,small collection,"unspecified locality near Idabel, McCurtain Co., OK."
56438,spm,,260040,0,25147,NCSM 14345,,,,scapula,,1,table,,,Acrocanthosaurus atokensis,species,55482,,Acrocanthosaurus atokensis,species,55482,121.4,113,9999,-94.826385,33.895557,US,Oklahoma,McCurtain,based on political unit,seconds,small collection,"unspecified locality near Idabel, McCurtain Co., OK."
56439,spm,,260040,0,25147,NCSM 14345,,,,coracoid,,1,table,,,Acrocanthosaurus atokensis,species,55482,,Acrocanthosaurus atokensis,species,55482,121.4,113,9999,-94.826385,33.895557,US,Oklahoma,McCurtain,based on political unit,seconds,small collection,"unspecified locality near Idabel, McCurtain Co., OK."
57757,spm,,782321,0,51033,IGM 100/1033,holotype,,right,humerus,,1,table,,estimated size 35 to 40 mm,Mahakala omnogovae,species,133919,,Mahakala omnogovae,species,133919,83.6,72.1,41123,103.26667,44.216667,MN,Omnogov,,stated in text,minutes,outcrop,
57758,spm,,782321,0,51033,IGM 100/1033,holotype,,left,radius,,1,table,,,Mahakala omnogovae,species,133919,,Mahakala omnogovae,species,133919,83.6,72.1,41123,103.26667,44.216667,MN,Omnogov,,stated in text,minutes,outcrop,
57759,spm,,782321,0,51033,IGM 100/1033,holotype,,left,femur,,1,table,,,Mahakala omnogovae,species,133919,,Mahakala omnogovae,species,133919,83.6,72.1,41123,103.26667,44.216667,MN,Omnogov,,stated in text,minutes,outcrop,
57760,spm,,782321,0,51033,IGM 100/1033,holotype,,left,tibia,,1,table,,,Mahakala omnogovae,species,133919,,Mahakala omnogovae,species,133919,83.6,72.1,41123,103.26667,44.216667,MN,Omnogov,,stated in text,minutes,outcrop,
61786,spm,,471799,0,46881,IVPP 88402 (larger individual),holotype,,both,scapula,,1,text,,,Alxasaurus elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,121.4,113,12452,106.083336,41.166668,CN,Nei Mongol,,stated in text,minutes,outcrop,"1 km W of abandoned village of Elesitai, which is 23 km W of Tukemu village, Wulanbuhe Desert (E sector of Alxa Desert), Inner Mongolia"
61787,spm,,471799,0,46881,IVPP 88402 (larger individual),holotype,,both,humerus,,1,text,,,Alxasaurus elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,121.4,113,12452,106.083336,41.166668,CN,Nei Mongol,,stated in text,minutes,outcrop,"1 km W of abandoned village of Elesitai, which is 23 km W of Tukemu village, Wulanbuhe Desert (E sector of Alxa Desert), Inner Mongolia"
61788,spm,,471799,0,46881,IVPP 88402 (larger individual),holotype,,both,radius,,1,text,,,Alxasaurus elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,121.4,113,12452,106.083336,41.166668,CN,Nei Mongol,,stated in text,minutes,outcrop,"1 km W of abandoned village of Elesitai, which is 23 km W of Tukemu village, Wulanbuhe Desert (E sector of Alxa Desert), Inner Mongolia"
61789,spm,,471799,0,46881,IVPP 88402 (larger individual),holotype,,both,ulna,,1,text,,,Alxasaurus elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,121.4,113,12452,106.083336,41.166668,CN,Nei Mongol,,stated in text,minutes,outcrop,"1 km W of abandoned village of Elesitai, which is 23 km W of Tukemu village, Wulanbuhe Desert (E sector of Alxa Desert), Inner Mongolia"
61790,spm,,471799,0,46881,IVPP 88402 (larger individual),holotype,,right,femur,,1,text,,,Alxasaurus elesitaiensis,species,64126,,Alxasaurus elesitaiensis,species,64126,121.4,113,12452,106.083336,41.166668,CN,Nei Mongol,,stated in text,minutes,outcrop,"1 km W of abandoned village of Elesitai, which is 23 km W of Tukemu village, Wulanbuhe Desert (E sector of Alxa Desert), Inner Mongolia"
61791,spm,,472313,12694,46934,IVPP V9612,holotype,,both,humerus,,1,table,,,Sinornithoides youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469,108.410004,39.360001,CN,Nei Mongol,,stated in text,2,outcrop,"13 km S of Huangginqi site, Inner Mongolia, Ordos region. Near villages of Huamuxiao (spelled Muhuaximiao in Russell & Dong 1993) and Amulonggui, 4.1 km W of Duguijiahan and 42 km W of Alucaideng"
61792,spm,,472313,12694,46934,IVPP V9612,holotype,,left,radius,,1,table,,,Sinornithoides youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469,108.410004,39.360001,CN,Nei Mongol,,stated in text,2,outcrop,"13 km S of Huangginqi site, Inner Mongolia, Ordos region. Near villages of Huamuxiao (spelled Muhuaximiao in Russell & Dong 1993) and Amulonggui, 4.1 km W of Duguijiahan and 42 km W of Alucaideng"
61793,spm,,472313,12694,46934,IVPP V9612,holotype,,left,ulna,,1,table,,,Sinornithoides youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469,108.410004,39.360001,CN,Nei Mongol,,stated in text,2,outcrop,"13 km S of Huangginqi site, Inner Mongolia, Ordos region. Near villages of Huamuxiao (spelled Muhuaximiao in Russell & Dong 1993) and Amulonggui, 4.1 km W of Duguijiahan and 42 km W of Alucaideng"
61794,spm,,472313,12694,46934,IVPP V9612,holotype,,right,femur,,1,table,,width = mid-shaft diameter,Sinornithoides youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469,108.410004,39.360001,CN,Nei Mongol,,stated in text,2,outcrop,"13 km S of Huangginqi site, Inner Mongolia, Ordos region. Near villages of Huamuxiao (spelled Muhuaximiao in Russell & Dong 1993) and Amulonggui, 4.1 km W of Duguijiahan and 42 km W of Alucaideng"
61795,spm,,472313,12694,46934,IVPP V9612,holotype,,right,tibia,,1,table,,includes astragalus,Sinornithoides youngi,species,64145,,Sinornithoides youngi,species,64145,139.8,100.5,12469,108.410004,39.360001,CN,Nei Mongol,,stated in text,2,outcrop,"13 km S of Huangginqi site, Inner Mongolia, Ordos region. Near villages of Huamuxiao (spelled Muhuaximiao in Russell & Dong 1993) and Amulonggui, 4.1 km W of Duguijiahan and 42 km W of Alucaideng"
61796,spm,,499605,0,50686,"AMNH 3015,",,,left,scapula,,1,table,,,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,121.4,100.5,14320,-108.141403,45.438999,US,Montana,Big Horn,stated in text,4,small collection,"Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house"
61797,spm,,499605,0,50686,"AMNH 3015,",,,both,humerus,,1,table,,Diameter = least diameter of shaft,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,121.4,100.5,14320,-108.141403,45.438999,US,Montana,Big Horn,stated in text,4,small collection,"Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house"
61798,spm,,499605,0,50686,"AMNH 3015,",,,left,ulna,,1,table,,Diameter = least diameter of shaft,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,121.4,100.5,14320,-108.141403,45.438999,US,Montana,Big Horn,stated in text,4,small collection,"Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house"
61799,spm,,499605,0,50686,"AMNH 3015,",,,left,radius,,1,table,,Diameter = least diameter of shaft,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,121.4,100.5,14320,-108.141403,45.438999,US,Montana,Big Horn,stated in text,4,small collection,"Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house"
61800,spm,,499605,0,50686,"AMNH 3015,",,,right,tibia,,1,table,,Diameter = least diameter of shaft,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,121.4,100.5,14320,-108.141403,45.438999,US,Montana,Big Horn,stated in text,4,small collection,"Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house"
61801,spm,,499605,0,50686,"AMNH 3015,",,,right,fibula,,1,table,,,Deinonychus antirrhopus,species,54555,,Deinonychus antirrhopus,species,54555,121.4,100.5,14320,-108.141403,45.438999,US,Montana,Big Horn,stated in text,4,small collection,"Buster Creek, Cashen Ranch, Crow Indian Reservation, Big Horn County, Montana. NW 1/4, sec 33, T4S, R29E; 0.5 mi SE of Cashen Ranch house"
61825,spm,,519917,0,52907,PVSJ 53,,,right,scapula,,1,table,,,Frenguellisaurus ischigualastensis,species,66349,subjective synonym of,Herrerasaurus ischigualastensis,species,55000,237,227,13757,-67.916664,-30.083332,AR,San Juan,Valle Fértil,based on nearby landmark,6,small collection,"left bank of Río La Chilca, 12 km before the Puerta de La Chilca, NW sector of Hoyada de Ischigualasto"
61853,spm,,829104,0,91404,LH PV18,holotype,,,skull,,1,table,,,Raptorex kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,125.77,66,30768,119.666664,41.333332,CN,Nei Mongol,,stated in text,minutes,basin,"""Approximately"" at this coordinate ""in the border area between Liaoning Province and the Nei Mongol Autonomous Region""; however other reports suggest it came from Mongolia and not China (Fowler et al., 2011). Therefore provenance should be considered as nearly unknown."
61854,spm,,829104,0,91404,LH PV18,holotype,,,scapula,,1,table,,,Raptorex kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,125.77,66,30768,119.666664,41.333332,CN,Nei Mongol,,stated in text,minutes,basin,"""Approximately"" at this coordinate ""in the border area between Liaoning Province and the Nei Mongol Autonomous Region""; however other reports suggest it came from Mongolia and not China (Fowler et al., 2011). Therefore provenance should be considered as nearly unknown."
61855,spm,,829104,0,91404,LH PV18,holotype,,,coracoid,,1,table,,,Raptorex kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,125.77,66,30768,119.666664,41.333332,CN,Nei Mongol,,stated in text,minutes,basin,"""Approximately"" at this coordinate ""in the border area between Liaoning Province and the Nei Mongol Autonomous Region""; however other reports suggest it came from Mongolia and not China (Fowler et al., 2011). Therefore provenance should be considered as nearly unknown."
61856,spm,,829104,0,91404,LH PV18,holotype,,,humerus,,1,table,,,Raptorex kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,125.77,66,30768,119.666664,41.333332,CN,Nei Mongol,,stated in text,minutes,basin,"""Approximately"" at this coordinate ""in the border area between Liaoning Province and the Nei Mongol Autonomous Region""; however other reports suggest it came from Mongolia and not China (Fowler et al., 2011). Therefore provenance should be considered as nearly unknown."
61857,spm,,829104,0,91404,LH PV18,holotype,,,radius,,1,table,,,Raptorex kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,125.77,66,30768,119.666664,41.333332,CN,Nei Mongol,,stated in text,minutes,basin,"""Approximately"" at this coordinate ""in the border area between Liaoning Province and the Nei Mongol Autonomous Region""; however other reports suggest it came from Mongolia and not China (Fowler et al., 2011). Therefore provenance should be considered as nearly unknown."
61858,spm,,829104,0,91404,LH PV18,holotype,,,ulna,,1,table,,,Raptorex kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,125.77,66,30768,119.666664,41.333332,CN,Nei Mongol,,stated in text,minutes,basin,"""Approximately"" at this coordinate ""in the border area between Liaoning Province and the Nei Mongol Autonomous Region""; however other reports suggest it came from Mongolia and not China (Fowler et al., 2011). Therefore provenance should be considered as nearly unknown."
61859,spm,,829104,0,91404,LH PV18,holotype,,,femur,,1,table,,,Raptorex kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,125.77,66,30768,119.666664,41.333332,CN,Nei Mongol,,stated in text,minutes,basin,"""Approximately"" at this coordinate ""in the border area between Liaoning Province and the Nei Mongol Autonomous Region""; however other reports suggest it came from Mongolia and not China (Fowler et al., 2011). Therefore provenance should be considered as nearly unknown."
61860,spm,,829104,0,91404,LH PV18,holotype,,,tibia,,1,table,,,Raptorex kriegsteini,species,154175,,Raptorex kriegsteini,species,154175,125.77,66,30768,119.666664,41.333332,CN,Nei Mongol,,stated in text,minutes,basin,"""Approximately"" at this coordinate ""in the border area between Liaoning Province and the Nei Mongol Autonomous Region""; however other reports suggest it came from Mongolia and not China (Fowler et al., 2011). Therefore provenance should be considered as nearly unknown."
